-0.0014028,0
-0.00139991,0
-0.00139701,0
-0.00139412,0
-0.00139123,0
-0.00138833,0
-0.00138544,0
-0.00138255,0
-0.00137966,0
-0.00137676,0
-0.00137387,0
-0.00137098,0
-0.00136808,0
-0.00136519,2
-0.0013623,0
-0.0013594,1
-0.00135651,0
-0.00135362,0
-0.00135073,0
-0.00134783,0
-0.00134494,0
-0.00134205,0
-0.00133915,0
-0.00133626,0
-0.00133337,0
-0.00133047,1
-0.00132758,0
-0.00132469,0
-0.0013218,0
-0.0013189,0
-0.00131601,1
-0.00131312,0
-0.00131022,0
-0.00130733,0
-0.00130444,0
-0.00130154,2
-0.00129865,0
-0.00129576,0
-0.00129287,0
-0.00128997,0
-0.00128708,1
-0.00128419,3
-0.00128129,0
-0.0012784,4
-0.00127551,0
-0.00127261,0
-0.00126972,0
-0.00126683,0
-0.00126394,4
-0.00126104,3
-0.00125815,1
-0.00125526,1
-0.00125236,6
-0.00124947,2
-0.00124658,3
-0.00124368,1
-0.00124079,6
-0.0012379,3
-0.00123501,3
-0.00123211,4
-0.00122922,3
-0.00122633,3
-0.00122343,3
-0.00122054,8
-0.00121765,6
-0.00121476,6
-0.00121186,3
-0.00120897,10
-0.00120608,4
-0.00120318,14
-0.00120029,13
-0.0011974,11
-0.0011945,3
-0.00119161,9
-0.00118872,9
-0.00118583,7
-0.00118293,11
-0.00118004,7
-0.00117715,13
-0.00117425,7
-0.00117136,10
-0.00116847,15
-0.00116557,15
-0.00116268,19
-0.00115979,15
-0.0011569,18
-0.001154,11
-0.00115111,11
-0.00114822,16
-0.00114532,9
-0.00114243,17
-0.00113954,21
-0.00113664,23
-0.00113375,16
-0.00113086,18
-0.00112797,17
-0.00112507,25
-0.00112218,20
-0.00111929,20
-0.00111639,21
-0.0011135,22
-0.00111061,24
-0.00110771,21
-0.00110482,31
-0.00110193,32
-0.00109904,29
-0.00109614,36
-0.00109325,31
-0.00109036,25
-0.00108746,33
-0.00108457,21
-0.00108168,35
-0.00107878,33
-0.00107589,39
-0.001073,38
-0.00107011,30
-0.00106721,34
-0.00106432,32
-0.00106143,26
-0.00105853,36
-0.00105564,46
-0.00105275,28
-0.00104985,39
-0.00104696,36
-0.00104407,40
-0.00104118,37
-0.00103828,30
-0.00103539,43
-0.0010325,39
-0.0010296,36
-0.00102671,33
-0.00102382,34
-0.00102092,43
-0.00101803,29
-0.00101514,39
-0.00101225,36
-0.00100935,36
-0.00100646,44
-0.00100357,42
-0.00100067,39
-0.000997781,34
-0.000994888,45
-0.000991995,30
-0.000989102,32
-0.000986209,40
-0.000983316,36
-0.000980423,32
-0.00097753,50
-0.000974637,42
-0.000971744,40
-0.000968851,37
-0.000965958,35
-0.000963065,23
-0.000960172,26
-0.000957279,25
-0.000954386,29
-0.000951493,28
-0.0009486,23
-0.000945707,22
-0.000942814,31
-0.000939921,23
-0.000937028,31
-0.000934135,32
-0.000931242,23
-0.000928349,25
-0.000925456,28
-0.000922563,29
-0.00091967,24
-0.000916777,21
-0.000913884,33
-0.000910991,30
-0.000908098,26
-0.000905206,24
-0.000902313,23
-0.00089942,18
-0.000896527,23
-0.000893634,19
-0.000890741,13
-0.000887848,13
-0.000884955,11
-0.000882062,11
-0.000879169,14
-0.000876276,8
-0.000873383,9
-0.00087049,12
-0.000867597,8
-0.000864704,14
-0.000861811,6
-0.000858918,6
-0.000856025,8
-0.000853132,8
-0.000850239,6
-0.000847346,7
-0.000844453,9
-0.00084156,3
-0.000838667,3
-0.000835774,10
-0.000832881,6
-0.000829988,3
-0.000827095,4
-0.000824202,6
-0.000821309,1
-0.000818416,3
-0.000815523,4
-0.00081263,3
-0.000809737,4
-0.000806844,2
-0.000803951,0
-0.000801058,3
-0.000798165,2
-0.000795272,3
-0.000792379,0
-0.000789486,1
-0.000786593,1
-0.0007837,0
-0.000780807,0
-0.000777914,1
-0.000775021,1
-0.000772128,2
-0.000769235,1
-0.000766342,1
-0.000763449,1
-0.000760556,1
-0.000757663,0
-0.00075477,0
-0.000751877,1
-0.000748984,1
-0.000746091,1
-0.000743198,0
-0.000740305,0
-0.000737412,0
-0.000734519,0
-0.000731626,1
-0.000728733,0
-0.00072584,1
-0.000722947,0
-0.000720054,0
-0.000717161,0
-0.000714268,0
-0.000711375,0
-0.000708482,0
-0.000705589,0
-0.000702696,0
-0.000699803,0
-0.00069691,0
-0.000694017,0
-0.000691125,0
-0.000688232,0
-0.000685339,0
-0.000682446,0
