1.32928e-07,0
1.33289e-07,0
1.3365e-07,0
1.34011e-07,0
1.34372e-07,0
1.34733e-07,0
1.35094e-07,0
1.35455e-07,0
1.35816e-07,0
1.36177e-07,0
1.36538e-07,0
1.36899e-07,0
1.3726e-07,0
1.37621e-07,0
1.37982e-07,0
1.38343e-07,0
1.38704e-07,0
1.39066e-07,0
1.39427e-07,0
1.39788e-07,0
1.40149e-07,0
1.4051e-07,0
1.40871e-07,0
1.41232e-07,0
1.41593e-07,0
1.41954e-07,0
1.42315e-07,0
1.42676e-07,0
1.43037e-07,0
1.43398e-07,4
1.43759e-07,22
1.4412e-07,58
1.44481e-07,156
1.44842e-07,294
1.45203e-07,429
1.45564e-07,442
1.45925e-07,485
1.46286e-07,519
1.46648e-07,510
1.47009e-07,548
1.4737e-07,584
1.47731e-07,855
1.48092e-07,1246
1.48453e-07,1357
1.48814e-07,1236
1.49175e-07,983
1.49536e-07,750
1.49897e-07,624
1.50258e-07,499
1.50619e-07,472
1.5098e-07,359
1.51341e-07,347
1.51702e-07,266
1.52063e-07,184
1.52424e-07,171
1.52785e-07,158
1.53146e-07,261
1.53507e-07,308
1.53868e-07,344
1.5423e-07,399
1.54591e-07,385
1.54952e-07,358
1.55313e-07,313
1.55674e-07,256
1.56035e-07,169
1.56396e-07,131
1.56757e-07,142
1.57118e-07,150
1.57479e-07,148
1.5784e-07,167
1.58201e-07,201
1.58562e-07,250
1.58923e-07,276
1.59284e-07,299
1.59645e-07,306
1.60006e-07,293
1.60367e-07,277
1.60728e-07,289
1.61089e-07,268
1.6145e-07,248
1.61811e-07,234
1.62173e-07,198
1.62534e-07,220
1.62895e-07,177
1.63256e-07,183
1.63617e-07,166
1.63978e-07,165
1.64339e-07,150
1.647e-07,131
1.65061e-07,103
1.65422e-07,97
1.65783e-07,97
1.66144e-07,87
1.66505e-07,99
1.66866e-07,89
1.67227e-07,106
1.67588e-07,107
1.67949e-07,108
1.6831e-07,144
1.68671e-07,123
1.69032e-07,143
1.69393e-07,193
1.69755e-07,198
1.70116e-07,164
1.70477e-07,184
1.70838e-07,178
1.71199e-07,158
1.7156e-07,144
1.71921e-07,134
1.72282e-07,111
1.72643e-07,112
1.73004e-07,100
1.73365e-07,105
1.73726e-07,120
1.74087e-07,166
1.74448e-07,212
1.74809e-07,198
1.7517e-07,171
1.75531e-07,136
1.75892e-07,113
1.76253e-07,98
1.76614e-07,88
1.76975e-07,72
1.77336e-07,79
1.77698e-07,89
1.78059e-07,100
1.7842e-07,122
1.78781e-07,126
1.79142e-07,120
1.79503e-07,110
1.79864e-07,144
1.80225e-07,114
1.80586e-07,108
1.80947e-07,120
1.81308e-07,121
1.81669e-07,114
1.8203e-07,81
1.82391e-07,85
1.82752e-07,69
1.83113e-07,69
1.83474e-07,43
1.83835e-07,38
1.84196e-07,28
1.84557e-07,30
1.84918e-07,27
1.8528e-07,18
1.85641e-07,14
1.86002e-07,20
1.86363e-07,20
1.86724e-07,24
1.87085e-07,26
1.87446e-07,32
1.87807e-07,36
